Lead (mg/L),Red Value,Green Value,Blue Value,Orange Intensity,Absorbance
0.007741,208,177,65,450,0.077
0.007742,208,177,65,450,0.077
0.007743,208,177,65,450,0.077
0.007744,208,177,65,450,0.077
0.007745,208,177,65,450,0.077
0.007746,208,177,65,450,0.077
0.007747,208,177,65,450,0.077
0.007748,208,177,65,450,0.077
0.007749,208,177,65,450,0.077
0.00775,208,178,65,451,0.078
0.007751,209,178,65,452,0.078
0.007752,209,178,65,452,0.078
0.007753,209,178,65,452,0.078
0.007754,209,178,65,452,0.078
0.007755,209,178,65,452,0.078
0.007756,209,178,65,452,0.078
0.007757,209,178,65,452,0.078
0.007758,209,178,65,452,0.078
0.007759,209,178,65,452,0.078
0.00776,209,178,65,452,0.078
0.007761,209,178,65,452,0.078
0.007762,209,178,65,452,0.078
0.007763,209,178,65,452,0.078
0.007764,209,178,65,452,0.078
0.007765,209,178,65,452,0.078
0.007766,209,178,65,452,0.078
0.007767,209,178,65,452,0.078
0.007768,209,178,65,452,0.078
0.007769,209,178,65,452,0.078
0.00777,209,178,65,452,0.078
0.007771,209,178,65,452,0.078
0.007772,209,178,65,452,0.078
0.007773,209,178,64,451,0.078
0.007774,209,178,64,451,0.078
0.007775,209,178,64,451,0.078
0.007776,209,178,64,451,0.078
0.007777,209,178,64,451,0.078
0.007778,209,178,64,451,0.078
0.007779,209,178,64,451,0.078
0.00778,209,178,64,451,0.078
0.007781,209,178,64,451,0.078
0.007782,209,178,64,451,0.078
0.007783,209,178,64,451,0.078
0.007784,209,178,64,451,0.078
0.007785,209,178,64,451,0.078
0.007786,209,178,64,451,0.078
0.007787,209,178,64,451,0.078
0.007788,209,178,64,451,0.078
0.007789,209,178,64,451,0.078
0.00779,209,178,64,451,0.078
0.007791,209,178,64,451,0.078
0.007792,209,178,64,451,0.078
0.007793,209,178,64,451,0.078
0.007794,209,178,64,451,0.078
0.007795,209,178,64,451,0.078
0.007796,209,178,64,451,0.078
0.007797,209,178,64,451,0.078
0.007798,209,178,64,451,0.078
0.007799,209,178,64,451,0.078
0.0078,209,178,64,451,0.078
0.007801,209,178,64,451,0.078
0.007802,209,178,64,451,0.078
0.007803,209,178,64,451,0.078
0.007804,209,178,64,451,0.078
0.007805,209,178,64,451,0.078
0.007806,209,178,64,451,0.078
0.007807,209,178,64,451,0.078
0.007808,209,178,64,451,0.078
0.007809,209,178,64,451,0.078
0.00781,209,178,64,451,0.078
0.007811,209,178,64,451,0.078
0.007812,209,178,64,451,0.078
0.007813,209,178,64,451,0.078
0.007814,209,178,64,451,0.078
0.007815,209,178,64,451,0.078
0.007816,209,178,64,451,0.078
0.007817,209,178,64,451,0.078
0.007818,209,178,64,451,0.078
0.007819,209,178,64,451,0.078
0.00782,209,178,64,451,0.078
0.007821,209,178,64,451,0.078
0.007822,210,178,64,452,0.078
0.007823,210,178,64,452,0.078
0.007824,210,178,64,452,0.078
0.007825,210,178,64,452,0.078
0.007826,210,178,64,452,0.078
0.007827,210,178,64,452,0.078
0.007828,210,178,64,452,0.078
0.007829,210,178,64,452,0.078
0.00783,210,178,64,452,0.078
0.007831,210,178,64,452,0.078
0.007832,210,178,64,452,0.078
0.007833,210,178,64,452,0.078
0.007834,210,178,64,452,0.078
0.007835,210,178,64,452,0.078
0.007836,210,178,64,452,0.078
0.007837,210,178,64,452,0.078
0.007838,210,178,64,452,0.078
0.007839,210,178,64,452,0.078
0.00784,210,178,64,452,0.078
0.007841,210,178,64,452,0.078
0.007842,210,178,64,452,0.078
0.007843,210,178,64,452,0.078
0.007844,210,178,64,452,0.078
0.007845,210,178,64,452,0.078
0.007846,210,178,64,452,0.078
0.007847,210,178,64,452,0.078
0.007848,210,178,64,452,0.078
0.007849,210,178,64,452,0.078
0.00785,210,178,64,452,0.078
0.007851,210,179,64,453,0.079
0.007852,210,179,64,453,0.079
0.007853,210,179,64,453,0.079
0.007854,210,179,64,453,0.079
0.007855,210,179,64,453,0.079
0.007856,210,179,64,453,0.079
0.007857,210,179,64,453,0.079
0.007858,210,179,64,453,0.079
0.007859,210,179,64,453,0.079
0.00786,210,179,64,453,0.079
0.007861,210,179,64,453,0.079
0.007862,210,179,64,453,0.079
0.007863,210,179,64,453,0.079
0.007864,210,179,63,452,0.079
0.007865,210,179,63,452,0.079
0.007866,210,179,63,452,0.079
0.007867,210,179,63,452,0.079
0.007868,210,179,63,452,0.079
0.007869,210,179,63,452,0.079
0.00787,210,179,63,452,0.079
0.007871,210,179,63,452,0.079
0.007872,210,179,63,452,0.079
0.007873,210,179,63,452,0.079
0.007874,210,179,63,452,0.079
0.007875,210,179,63,452,0.079
0.007876,210,179,63,452,0.079
0.007877,210,179,63,452,0.079
0.007878,210,179,63,452,0.079
0.007879,210,179,63,452,0.079
0.00788,210,179,63,452,0.079
0.007881,210,179,63,452,0.079
0.007882,210,179,63,452,0.079
0.007883,210,179,63,452,0.079
0.007884,210,179,63,452,0.079
0.007885,210,179,63,452,0.079
0.007886,210,179,63,452,0.079
0.007887,210,179,63,452,0.079
0.007888,210,179,63,452,0.079
0.007889,210,179,63,452,0.079
0.00789,210,179,63,452,0.079
0.007891,210,179,63,452,0.079
0.007892,210,179,63,452,0.079
0.007893,211,179,63,453,0.079
0.007894,211,179,63,453,0.079
0.007895,211,179,63,453,0.079
0.007896,211,179,63,453,0.079
0.007897,211,179,63,453,0.079
0.007898,211,179,63,453,0.079
0.007899,211,179,63,453,0.079
0.0079,211,179,63,453,0.079
0.007901,211,179,63,453,0.079
0.007902,211,179,63,453,0.079
0.007903,211,179,63,453,0.079
0.007904,211,179,63,453,0.079
0.007905,211,179,63,453,0.079
0.007906,211,179,63,453,0.079
0.007907,211,179,63,453,0.079
0.007908,211,179,63,453,0.079
0.007909,211,179,63,453,0.079
0.00791,211,179,63,453,0.079
0.007911,211,179,63,453,0.079
0.007912,211,179,63,453,0.079
0.007913,211,179,63,453,0.079
0.007914,211,179,63,453,0.079
0.007915,211,179,63,453,0.079
0.007916,211,179,63,453,0.079
0.007917,211,179,63,453,0.079
0.007918,211,179,63,453,0.079
0.007919,211,179,63,453,0.079
0.00792,211,179,63,453,0.079
0.007921,211,179,63,453,0.079
0.007922,211,179,63,453,0.079
0.007923,211,179,63,453,0.079
0.007924,211,179,63,453,0.079
0.007925,211,179,63,453,0.079
0.007926,211,179,63,453,0.079
0.007927,211,179,63,453,0.079
0.007928,211,179,63,453,0.079
0.007929,211,179,63,453,0.079
0.00793,211,179,63,453,0.079
0.007931,211,179,63,453,0.079
0.007932,211,179,63,453,0.079
0.007933,211,179,63,453,0.079
0.007934,211,179,63,453,0.079
0.007935,211,179,63,453,0.079
0.007936,211,179,63,453,0.079
0.007937,211,179,63,453,0.079
0.007938,211,179,63,453,0.079
0.007939,211,179,63,453,0.079
0.00794,211,179,63,453,0.079
0.007941,211,179,63,453,0.079
0.007942,211,179,63,453,0.079
0.007943,211,179,63,453,0.079
0.007944,211,179,63,453,0.079
0.007945,211,179,63,453,0.079
0.007946,211,179,63,453,0.079
0.007947,211,179,63,453,0.079
0.007948,211,179,63,453,0.079
0.007949,211,179,63,453,0.079
0.00795,211,180,63,454,0.08
0.007951,211,180,63,454,0.08
0.007952,211,180,63,454,0.08
0.007953,211,180,63,454,0.08
0.007954,211,180,63,454,0.08
0.007955,211,180,62,453,0.08
0.007956,211,180,62,453,0.08
0.007957,211,180,62,453,0.08
0.007958,211,180,62,453,0.08
0.007959,211,180,62,453,0.08
0.00796,211,180,62,453,0.08
0.007961,211,180,62,453,0.08
0.007962,211,180,62,453,0.08
0.007963,211,180,62,453,0.08
0.007964,211,180,62,453,0.08
0.007965,212,180,62,454,0.08
0.007966,212,180,62,454,0.08
0.007967,212,180,62,454,0.08
0.007968,212,180,62,454,0.08
0.007969,212,180,62,454,0.08
0.00797,212,180,62,454,0.08
0.007971,212,180,62,454,0.08
0.007972,212,180,62,454,0.08
0.007973,212,180,62,454,0.08
0.007974,212,180,62,454,0.08
0.007975,212,180,62,454,0.08
0.007976,212,180,62,454,0.08
0.007977,212,180,62,454,0.08
0.007978,212,180,62,454,0.08
0.007979,212,180,62,454,0.08
0.00798,212,180,62,454,0.08
0.007981,212,180,62,454,0.08
0.007982,212,180,62,454,0.08
0.007983,212,180,62,454,0.08
0.007984,212,180,62,454,0.08
0.007985,212,180,62,454,0.08
0.007986,212,180,62,454,0.08
0.007987,212,180,62,454,0.08
0.007988,212,180,62,454,0.08
0.007989,212,180,62,454,0.08
0.00799,212,180,62,454,0.08
0.007991,212,180,62,454,0.08
0.007992,212,180,62,454,0.08
0.007993,212,180,62,454,0.08
0.007994,212,180,62,454,0.08
0.007995,212,180,62,454,0.08
0.007996,212,180,62,454,0.08
0.007997,212,180,62,454,0.08
0.007998,212,180,62,454,0.08
0.007999,212,180,62,454,0.08
0.008,212,180,62,454,0.08
0.008001,212,180,62,454,0.08
0.008002,212,180,62,454,0.08
0.008003,212,180,62,454,0.08
0.008004,212,180,62,454,0.08
0.008005,212,180,62,454,0.08
0.008006,212,180,62,454,0.08
0.008007,212,180,62,454,0.08
0.008008,212,180,62,454,0.08
0.008009,212,180,62,454,0.08
0.00801,212,180,62,454,0.08
0.008011,212,180,62,454,0.08
0.008012,212,180,62,454,0.08
0.008013,212,180,62,454,0.08
0.008014,212,180,62,454,0.08
0.008015,212,180,62,454,0.08
0.008016,212,180,62,454,0.08
0.008017,212,180,62,454,0.08
0.008018,212,180,62,454,0.08
0.008019,212,180,62,454,0.08
0.00802,212,180,62,454,0.08
0.008021,212,180,62,454,0.08
0.008022,212,180,62,454,0.08
0.008023,212,180,62,454,0.08
0.008024,212,180,62,454,0.08
0.008025,212,180,62,454,0.08
0.008026,212,180,62,454,0.08
0.008027,212,180,62,454,0.08
0.008028,212,180,62,454,0.08
0.008029,212,180,62,454,0.08
0.00803,212,180,62,454,0.08
0.008031,212,180,62,454,0.08
0.008032,212,180,62,454,0.08
0.008033,212,180,62,454,0.08
0.008034,212,180,62,454,0.08
0.008035,212,180,62,454,0.08
0.008036,213,180,62,455,0.08
0.008037,213,180,62,455,0.08
0.008038,213,180,62,455,0.08
0.008039,213,180,62,455,0.08
0.00804,213,180,62,455,0.08
0.008041,213,180,62,455,0.08
0.008042,213,180,62,455,0.08
0.008043,213,180,62,455,0.08
0.008044,213,180,62,455,0.08
0.008045,213,180,62,455,0.08
0.008046,213,180,61,454,0.08
0.008047,213,180,61,454,0.08
0.008048,213,180,61,454,0.08
0.008049,213,180,61,454,0.08
0.00805,213,180,61,454,0.08
0.008051,213,181,61,455,0.081
0.008052,213,181,61,455,0.081
0.008053,213,181,61,455,0.081
0.008054,213,181,61,455,0.081
0.008055,213,181,61,455,0.081
0.008056,213,181,61,455,0.081
0.008057,213,181,61,455,0.081
0.008058,213,181,61,455,0.081
0.008059,213,181,61,455,0.081
0.00806,213,181,61,455,0.081
0.008061,213,181,61,455,0.081
0.008062,213,181,61,455,0.081
0.008063,213,181,61,455,0.081
0.008064,213,181,61,455,0.081
0.008065,213,181,61,455,0.081
0.008066,213,181,61,455,0.081
0.008067,213,181,61,455,0.081
0.008068,213,181,61,455,0.081
0.008069,213,181,61,455,0.081
0.00807,213,181,61,455,0.081
0.008071,213,181,61,455,0.081
0.008072,213,181,61,455,0.081
0.008073,213,181,61,455,0.081
0.008074,213,181,61,455,0.081
0.008075,213,181,61,455,0.081
0.008076,213,181,61,455,0.081
0.008077,213,181,61,455,0.081
0.008078,213,181,61,455,0.081
0.008079,213,181,61,455,0.081
0.00808,213,181,61,455,0.081
0.008081,213,181,61,455,0.081
0.008082,213,181,61,455,0.081
0.008083,213,181,61,455,0.081
0.008084,213,181,61,455,0.081
0.008085,213,181,61,455,0.081
0.008086,213,181,61,455,0.081
0.008087,213,181,61,455,0.081
0.008088,213,181,61,455,0.081
0.008089,213,181,61,455,0.081
0.00809,213,181,61,455,0.081
0.008091,213,181,61,455,0.081
0.008092,213,181,61,455,0.081
0.008093,213,181,61,455,0.081
0.008094,213,181,61,455,0.081
0.008095,213,181,61,455,0.081
0.008096,213,181,61,455,0.081
0.008097,213,181,61,455,0.081
0.008098,213,181,61,455,0.081
0.008099,213,181,61,455,0.081
0.0081,213,181,61,455,0.081
0.008101,213,181,61,455,0.081
0.008102,213,181,61,455,0.081
0.008103,213,181,61,455,0.081
0.008104,213,181,61,455,0.081
0.008105,213,181,61,455,0.081
0.008106,213,181,61,455,0.081
0.008107,213,181,61,455,0.081
0.008108,214,181,61,456,0.081
0.008109,214,181,61,456,0.081
0.00811,214,181,61,456,0.081
0.008111,214,181,61,456,0.081
0.008112,214,181,61,456,0.081
0.008113,214,181,61,456,0.081
0.008114,214,181,61,456,0.081
0.008115,214,181,61,456,0.081
0.008116,214,181,61,456,0.081
0.008117,214,181,61,456,0.081
0.008118,214,181,61,456,0.081
0.008119,214,181,61,456,0.081
0.00812,214,181,61,456,0.081
0.008121,214,181,61,456,0.081
0.008122,214,181,61,456,0.081
0.008123,214,181,61,456,0.081
0.008124,214,181,61,456,0.081
0.008125,214,181,61,456,0.081
0.008126,214,181,61,456,0.081
0.008127,214,181,61,456,0.081
0.008128,214,181,61,456,0.081
0.008129,214,181,61,456,0.081
0.00813,214,181,61,456,0.081
0.008131,214,181,61,456,0.081
0.008132,214,181,61,456,0.081
0.008133,214,181,61,456,0.081
0.008134,214,181,61,456,0.081
0.008135,214,181,61,456,0.081
0.008136,214,181,61,456,0.081
0.008137,214,181,60,455,0.081
0.008138,214,181,60,455,0.081
0.008139,214,181,60,455,0.081
0.00814,214,181,60,455,0.081
0.008141,214,181,60,455,0.081
0.008142,214,181,60,455,0.081
0.008143,214,181,60,455,0.081
0.008144,214,181,60,455,0.081
0.008145,214,181,60,455,0.081
0.008146,214,181,60,455,0.081
0.008147,214,181,60,455,0.081
0.008148,214,181,60,455,0.081
0.008149,214,181,60,455,0.081
0.00815,214,182,60,456,0.081
0.008151,214,182,60,456,0.082
0.008152,214,182,60,456,0.082
0.008153,214,182,60,456,0.082
0.008154,214,182,60,456,0.082
0.008155,214,182,60,456,0.082
0.008156,214,182,60,456,0.082
0.008157,214,182,60,456,0.082
0.008158,214,182,60,456,0.082
0.008159,214,182,60,456,0.082
0.00816,214,182,60,456,0.082
0.008161,214,182,60,456,0.082
0.008162,214,182,60,456,0.082
0.008163,214,182,60,456,0.082
0.008164,214,182,60,456,0.082
0.008165,214,182,60,456,0.082
0.008166,214,182,60,456,0.082
0.008167,214,182,60,456,0.082
0.008168,214,182,60,456,0.082
0.008169,214,182,60,456,0.082
0.00817,214,182,60,456,0.082
0.008171,214,182,60,456,0.082
0.008172,214,182,60,456,0.082
0.008173,214,182,60,456,0.082
0.008174,214,182,60,456,0.082
0.008175,214,182,60,456,0.082
0.008176,214,182,60,456,0.082
0.008177,214,182,60,456,0.082
0.008178,214,182,60,456,0.082
0.008179,215,182,60,457,0.082
0.00818,215,182,60,457,0.082
0.008181,215,182,60,457,0.082
0.008182,215,182,60,457,0.082
0.008183,215,182,60,457,0.082
0.008184,215,182,60,457,0.082
0.008185,215,182,60,457,0.082
0.008186,215,182,60,457,0.082
0.008187,215,182,60,457,0.082
0.008188,215,182,60,457,0.082
0.008189,215,182,60,457,0.082
0.00819,215,182,60,457,0.082
0.008191,215,182,60,457,0.082
0.008192,215,182,60,457,0.082
0.008193,215,182,60,457,0.082
0.008194,215,182,60,457,0.082
0.008195,215,182,60,457,0.082
0.008196,215,182,60,457,0.082
0.008197,215,182,60,457,0.082
0.008198,215,182,60,457,0.082
0.008199,215,182,60,457,0.082
0.0082,215,182,60,457,0.082
0.008201,215,182,60,457,0.082
0.008202,215,182,60,457,0.082
0.008203,215,182,60,457,0.082
0.008204,215,182,60,457,0.082
0.008205,215,182,60,457,0.082
0.008206,215,182,60,457,0.082
0.008207,215,182,60,457,0.082
0.008208,215,182,60,457,0.082
0.008209,215,182,60,457,0.082
0.00821,215,182,60,457,0.082
0.008211,215,182,60,457,0.082
0.008212,215,182,60,457,0.082
0.008213,215,182,60,457,0.082
0.008214,215,182,60,457,0.082
0.008215,215,182,60,457,0.082
0.008216,215,182,60,457,0.082
0.008217,215,182,60,457,0.082
0.008218,215,182,60,457,0.082
0.008219,215,182,60,457,0.082
0.00822,215,182,60,457,0.082
0.008221,215,182,60,457,0.082
0.008222,215,182,60,457,0.082
0.008223,215,182,60,457,0.082
0.008224,215,182,60,457,0.082
0.008225,215,182,60,457,0.082
0.008226,215,182,60,457,0.082
0.008227,215,182,60,457,0.082
0.008228,215,182,59,456,0.082
0.008229,215,182,59,456,0.082
0.00823,215,182,59,456,0.082
0.008231,215,182,59,456,0.082
0.008232,215,182,59,456,0.082
0.008233,215,182,59,456,0.082
0.008234,215,182,59,456,0.082
0.008235,215,182,59,456,0.082
0.008236,215,182,59,456,0.082
0.008237,215,182,59,456,0.082
0.008238,215,182,59,456,0.082
0.008239,215,182,59,456,0.082
0.00824,215,182,59,456,0.082
0.008241,215,182,59,456,0.082
0.008242,215,182,59,456,0.082
0.008243,215,182,59,456,0.082
0.008244,215,182,59,456,0.082
0.008245,215,182,59,456,0.082
0.008246,215,182,59,456,0.082
0.008247,215,182,59,456,0.082
0.008248,215,182,59,456,0.082
0.008249,215,182,59,456,0.082
0.00825,216,182,59,457,0.082
0.008251,216,183,59,458,0.083
0.008252,216,183,59,458,0.083
0.008253,216,183,59,458,0.083
0.008254,216,183,59,458,0.083
0.008255,216,183,59,458,0.083
0.008256,216,183,59,458,0.083
0.008257,216,183,59,458,0.083
0.008258,216,183,59,458,0.083
0.008259,216,183,59,458,0.083
0.00826,216,183,59,458,0.083
0.008261,216,183,59,458,0.083
0.008262,216,183,59,458,0.083
0.008263,216,183,59,458,0.083
0.008264,216,183,59,458,0.083
0.008265,216,183,59,458,0.083
0.008266,216,183,59,458,0.083
0.008267,216,183,59,458,0.083
0.008268,216,183,59,458,0.083
0.008269,216,183,59,458,0.083
0.00827,216,183,59,458,0.083
0.008271,216,183,59,458,0.083
0.008272,216,183,59,458,0.083
0.008273,216,183,59,458,0.083
0.008274,216,183,59,458,0.083
0.008275,216,183,59,458,0.083
0.008276,216,183,59,458,0.083
0.008277,216,183,59,458,0.083
0.008278,216,183,59,458,0.083
0.008279,216,183,59,458,0.083
0.00828,216,183,59,458,0.083
0.008281,216,183,59,458,0.083
0.008282,216,183,59,458,0.083
0.008283,216,183,59,458,0.083
0.008284,216,183,59,458,0.083
0.008285,216,183,59,458,0.083
0.008286,216,183,59,458,0.083
0.008287,216,183,59,458,0.083
0.008288,216,183,59,458,0.083
0.008289,216,183,59,458,0.083
0.00829,216,183,59,458,0.083
0.008291,216,183,59,458,0.083
0.008292,216,183,59,458,0.083
0.008293,216,183,59,458,0.083
0.008294,216,183,59,458,0.083
0.008295,216,183,59,458,0.083
0.008296,216,183,59,458,0.083
0.008297,216,183,59,458,0.083
0.008298,216,183,59,458,0.083
0.008299,216,183,59,458,0.083
0.0083,216,183,59,458,0.083
0.008301,216,183,59,458,0.083
0.008302,216,183,59,458,0.083
0.008303,216,183,59,458,0.083
0.008304,216,183,59,458,0.083
0.008305,216,183,59,458,0.083
0.008306,216,183,59,458,0.083
0.008307,216,183,59,458,0.083
0.008308,216,183,59,458,0.083
0.008309,216,183,59,458,0.083
0.00831,216,183,59,458,0.083
0.008311,216,183,59,458,0.083
0.008312,216,183,59,458,0.083
0.008313,216,183,59,458,0.083
0.008314,216,183,59,458,0.083
0.008315,216,183,59,458,0.083
0.008316,216,183,59,458,0.083
0.008317,216,183,59,458,0.083
0.008318,216,183,59,458,0.083
0.008319,216,183,58,457,0.083
0.00832,216,183,58,457,0.083
0.008321,216,183,58,457,0.083
0.008322,217,183,58,458,0.083
0.008323,217,183,58,458,0.083
0.008324,217,183,58,458,0.083
0.008325,217,183,58,458,0.083
0.008326,217,183,58,458,0.083
0.008327,217,183,58,458,0.083
0.008328,217,183,58,458,0.083
0.008329,217,183,58,458,0.083
0.00833,217,183,58,458,0.083
0.008331,217,183,58,458,0.083
0.008332,217,183,58,458,0.083
0.008333,217,183,58,458,0.083
0.008334,217,183,58,458,0.083
0.008335,217,183,58,458,0.083
0.008336,217,183,58,458,0.083
0.008337,217,183,58,458,0.083
0.008338,217,183,58,458,0.083
0.008339,217,183,58,458,0.083
0.00834,217,183,58,458,0.083
0.008341,217,183,58,458,0.083
0.008342,217,183,58,458,0.083
0.008343,217,183,58,458,0.083
0.008344,217,183,58,458,0.083
0.008345,217,183,58,458,0.083
0.008346,217,183,58,458,0.083
0.008347,217,183,58,458,0.083
0.008348,217,183,58,458,0.083
0.008349,217,183,58,458,0.083
0.00835,217,184,58,459,0.083
0.008351,217,184,58,459,0.084
0.008352,217,184,58,459,0.084
0.008353,217,184,58,459,0.084
0.008354,217,184,58,459,0.084
0.008355,217,184,58,459,0.084
0.008356,217,184,58,459,0.084
0.008357,217,184,58,459,0.084
0.008358,217,184,58,459,0.084
0.008359,217,184,58,459,0.084
0.00836,217,184,58,459,0.084
0.008361,217,184,58,459,0.084
0.008362,217,184,58,459,0.084
0.008363,217,184,58,459,0.084
0.008364,217,184,58,459,0.084
0.008365,217,184,58,459,0.084
0.008366,217,184,58,459,0.084
0.008367,217,184,58,459,0.084
0.008368,217,184,58,459,0.084
0.008369,217,184,58,459,0.084
0.00837,217,184,58,459,0.084
0.008371,217,184,58,459,0.084
0.008372,217,184,58,459,0.084
0.008373,217,184,58,459,0.084
0.008374,217,184,58,459,0.084
0.008375,217,184,58,459,0.084
0.008376,217,184,58,459,0.084
0.008377,217,184,58,459,0.084
0.008378,217,184,58,459,0.084
0.008379,217,184,58,459,0.084
0.00838,217,184,58,459,0.084
0.008381,217,184,58,459,0.084
0.008382,217,184,58,459,0.084
0.008383,217,184,58,459,0.084
0.008384,217,184,58,459,0.084
0.008385,217,184,58,459,0.084
0.008386,217,184,58,459,0.084
0.008387,217,184,58,459,0.084
0.008388,217,184,58,459,0.084
0.008389,217,184,58,459,0.084
0.00839,217,184,58,459,0.084
0.008391,217,184,58,459,0.084
0.008392,217,184,58,459,0.084
0.008393,218,184,58,460,0.084
0.008394,218,184,58,460,0.084
0.008395,218,184,58,460,0.084
0.008396,218,184,58,460,0.084
0.008397,218,184,58,460,0.084
0.008398,218,184,58,460,0.084
0.008399,218,184,58,460,0.084
0.0084,218,184,58,460,0.084
0.008401,218,184,58,460,0.084
0.008402,218,184,58,460,0.084
0.008403,218,184,58,460,0.084
0.008404,218,184,58,460,0.084
0.008405,218,184,58,460,0.084
0.008406,218,184,58,460,0.084
0.008407,218,184,58,460,0.084
0.008408,218,184,58,460,0.084
0.008409,218,184,58,460,0.084
0.00841,218,184,57,459,0.084
0.008411,218,184,57,459,0.084
0.008412,218,184,57,459,0.084
0.008413,218,184,57,459,0.084
0.008414,218,184,57,459,0.084
0.008415,218,184,57,459,0.084
0.008416,218,184,57,459,0.084
0.008417,218,184,57,459,0.084
0.008418,218,184,57,459,0.084
0.008419,218,184,57,459,0.084
0.00842,218,184,57,459,0.084
0.008421,218,184,57,459,0.084
0.008422,218,184,57,459,0.084
0.008423,218,184,57,459,0.084
0.008424,218,184,57,459,0.084
0.008425,218,184,57,459,0.084
0.008426,218,184,57,459,0.084
0.008427,218,184,57,459,0.084
0.008428,218,184,57,459,0.084
0.008429,218,184,57,459,0.084
0.00843,218,184,57,459,0.084
0.008431,218,184,57,459,0.084
0.008432,218,184,57,459,0.084
0.008433,218,184,57,459,0.084
0.008434,218,184,57,459,0.084
0.008435,218,184,57,459,0.084
0.008436,218,184,57,459,0.084
0.008437,218,184,57,459,0.084
0.008438,218,184,57,459,0.084
0.008439,218,184,57,459,0.084
0.00844,218,184,57,459,0.084
0.008441,218,184,57,459,0.084
0.008442,218,184,57,459,0.084
0.008443,218,184,57,459,0.084
0.008444,218,184,57,459,0.084
0.008445,218,184,57,459,0.084
0.008446,218,184,57,459,0.084
0.008447,218,184,57,459,0.084
0.008448,218,184,57,459,0.084
0.008449,218,184,57,459,0.084
0.00845,218,184,57,459,0.084
0.008451,218,185,57,460,0.085
0.008452,218,185,57,460,0.085
0.008453,218,185,57,460,0.085
0.008454,218,185,57,460,0.085
0.008455,218,185,57,460,0.085
0.008456,218,185,57,460,0.085
0.008457,218,185,57,460,0.085
0.008458,218,185,57,460,0.085
0.008459,218,185,57,460,0.085
0.00846,218,185,57,460,0.085
0.008461,218,185,57,460,0.085
0.008462,218,185,57,460,0.085
0.008463,218,185,57,460,0.085
0.008464,218,185,57,460,0.085
0.008465,219,185,57,461,0.085
0.008466,219,185,57,461,0.085
0.008467,219,185,57,461,0.085
0.008468,219,185,57,461,0.085
0.008469,219,185,57,461,0.085
0.00847,219,185,57,461,0.085
0.008471,219,185,57,461,0.085
0.008472,219,185,57,461,0.085
0.008473,219,185,57,461,0.085
0.008474,219,185,57,461,0.085
0.008475,219,185,57,461,0.085
0.008476,219,185,57,461,0.085
0.008477,219,185,57,461,0.085
0.008478,219,185,57,461,0.085
0.008479,219,185,57,461,0.085
0.00848,219,185,57,461,0.085
0.008481,219,185,57,461,0.085
0.008482,219,185,57,461,0.085
0.008483,219,185,57,461,0.085
0.008484,219,185,57,461,0.085
0.008485,219,185,57,461,0.085
0.008486,219,185,57,461,0.085
0.008487,219,185,57,461,0.085
0.008488,219,185,57,461,0.085
0.008489,219,185,57,461,0.085
0.00849,219,185,57,461,0.085
0.008491,219,185,57,461,0.085
0.008492,219,185,57,461,0.085
0.008493,219,185,57,461,0.085
0.008494,219,185,57,461,0.085
0.008495,219,185,57,461,0.085
0.008496,219,185,57,461,0.085
0.008497,219,185,57,461,0.085
0.008498,219,185,57,461,0.085
0.008499,219,185,57,461,0.085
0.0085,219,185,56,460,0.085
0.008501,219,185,56,460,0.085
0.008502,219,185,56,460,0.085
0.008503,219,185,56,460,0.085
0.008504,219,185,56,460,0.085
0.008505,219,185,56,460,0.085
0.008506,219,185,56,460,0.085
0.008507,219,185,56,460,0.085
0.008508,219,185,56,460,0.085
0.008509,219,185,56,460,0.085
0.00851,219,185,56,460,0.085
0.008511,219,185,56,460,0.085
0.008512,219,185,56,460,0.085
0.008513,219,185,56,460,0.085
0.008514,219,185,56,460,0.085
0.008515,219,185,56,460,0.085
0.008516,219,185,56,460,0.085
0.008517,219,185,56,460,0.085
0.008518,219,185,56,460,0.085
0.008519,219,185,56,460,0.085
0.00852,219,185,56,460,0.085
0.008521,219,185,56,460,0.085
0.008522,219,185,56,460,0.085
0.008523,219,185,56,460,0.085
0.008524,219,185,56,460,0.085
0.008525,219,185,56,460,0.085
0.008526,219,185,56,460,0.085
0.008527,219,185,56,460,0.085
0.008528,219,185,56,460,0.085
0.008529,219,185,56,460,0.085
0.00853,219,185,56,460,0.085
0.008531,219,185,56,460,0.085
0.008532,219,185,56,460,0.085
0.008533,219,185,56,460,0.085
0.008534,219,185,56,460,0.085
0.008535,219,185,56,460,0.085
0.008536,220,185,56,461,0.085
0.008537,220,185,56,461,0.085
0.008538,220,185,56,461,0.085
0.008539,220,185,56,461,0.085
0.00854,220,185,56,461,0.085
0.008541,220,185,56,461,0.085
0.008542,220,185,56,461,0.085
0.008543,220,185,56,461,0.085
0.008544,220,185,56,461,0.085
0.008545,220,185,56,461,0.085
0.008546,220,185,56,461,0.085
0.008547,220,185,56,461,0.085
0.008548,220,185,56,461,0.085
0.008549,220,185,56,461,0.085
0.00855,220,186,56,462,0.086
0.008551,220,186,56,462,0.086
0.008552,220,186,56,462,0.086
0.008553,220,186,56,462,0.086
0.008554,220,186,56,462,0.086
0.008555,220,186,56,462,0.086
0.008556,220,186,56,462,0.086
0.008557,220,186,56,462,0.086
0.008558,220,186,56,462,0.086
0.008559,220,186,56,462,0.086
0.00856,220,186,56,462,0.086
0.008561,220,186,56,462,0.086
