Mercury (mg/L),Red Value,Green Value,Blue Value,Orange Intensity,Absorbance
0.002451,143,100,93,336,0.049
0.002452,143,100,93,336,0.049
0.002453,143,100,93,336,0.049
0.002454,143,100,93,336,0.049
0.002455,143,100,93,336,0.049
0.002456,143,100,93,336,0.049
0.002457,143,100,93,336,0.049
0.002458,143,100,93,336,0.049
0.002459,143,100,93,336,0.049
0.00246,143,100,93,336,0.049
0.002461,143,99,93,335,0.049
0.002462,143,99,93,335,0.049
0.002463,143,99,93,335,0.049
0.002464,143,99,93,335,0.049
0.002465,143,99,93,335,0.049
0.002466,143,99,93,335,0.049
0.002467,143,99,93,335,0.049
0.002468,143,99,93,335,0.049
0.002469,143,99,93,335,0.049
0.00247,144,99,93,336,0.049
0.002471,144,99,93,336,0.049
0.002472,144,99,93,336,0.049
0.002473,144,99,93,336,0.049
0.002474,144,99,93,336,0.049
0.002475,144,99,93,336,0.049
0.002476,144,99,93,336,0.05
0.002477,144,99,93,336,0.05
0.002478,144,99,93,336,0.05
0.002479,144,99,93,336,0.05
0.00248,144,99,93,336,0.05
0.002481,144,99,93,336,0.05
0.002482,144,99,93,336,0.05
0.002483,144,99,93,336,0.05
0.002484,144,99,93,336,0.05
0.002485,144,99,93,336,0.05
0.002486,144,99,93,336,0.05
0.002487,144,99,93,336,0.05
0.002488,144,99,93,336,0.05
0.002489,144,99,93,336,0.05
0.00249,144,99,93,336,0.05
0.002491,144,99,93,336,0.05
0.002492,144,99,93,336,0.05
0.002493,144,99,93,336,0.05
0.002494,144,99,93,336,0.05
0.002495,144,99,93,336,0.05
0.002496,144,99,93,336,0.05
0.002497,144,99,93,336,0.05
0.002498,144,99,93,336,0.05
0.002499,144,99,93,336,0.05
0.0025,144,99,93,336,0.05
0.002501,144,99,92,335,0.05
0.002502,144,99,92,335,0.05
0.002503,144,99,92,335,0.05
0.002504,144,99,92,335,0.05
0.002505,144,99,92,335,0.05
0.002506,144,99,92,335,0.05
0.002507,144,99,92,335,0.05
0.002508,144,99,92,335,0.05
0.002509,144,99,92,335,0.05
0.00251,144,99,92,335,0.05
0.002511,144,99,92,335,0.05
0.002512,144,99,92,335,0.05
0.002513,144,99,92,335,0.05
0.002514,144,99,92,335,0.05
0.002515,144,99,92,335,0.05
0.002516,145,99,92,336,0.05
0.002517,145,99,92,336,0.05
0.002518,145,99,92,336,0.05
0.002519,145,99,92,336,0.05
0.00252,145,99,92,336,0.05
0.002521,145,99,92,336,0.05
0.002522,145,99,92,336,0.05
0.002523,145,99,92,336,0.05
0.002524,145,99,92,336,0.05
0.002525,145,99,92,336,0.05
0.002526,145,99,92,336,0.051
0.002527,145,99,92,336,0.051
0.002528,145,99,92,336,0.051
0.002529,145,99,92,336,0.051
0.00253,145,99,92,336,0.051
0.002531,145,99,92,336,0.051
0.002532,145,99,92,336,0.051
0.002533,145,99,92,336,0.051
0.002534,145,99,92,336,0.051
0.002535,145,99,92,336,0.051
0.002536,145,99,92,336,0.051
0.002537,145,99,92,336,0.051
0.002538,145,99,92,336,0.051
0.002539,145,99,92,336,0.051
0.00254,145,99,92,336,0.051
0.002541,145,99,92,336,0.051
0.002542,145,99,92,336,0.051
0.002543,145,99,92,336,0.051
0.002544,145,99,92,336,0.051
0.002545,145,99,92,336,0.051
0.002546,145,99,92,336,0.051
0.002547,145,99,92,336,0.051
0.002548,145,99,92,336,0.051
0.002549,145,99,92,336,0.051
0.00255,145,99,92,336,0.051
0.002551,145,99,92,336,0.051
0.002552,145,99,92,336,0.051
0.002553,145,99,92,336,0.051
0.002554,145,99,92,336,0.051
0.002555,145,99,92,336,0.051
0.002556,145,99,92,336,0.051
0.002557,145,99,92,336,0.051
0.002558,145,99,92,336,0.051
0.002559,145,99,92,336,0.051
0.00256,145,99,92,336,0.051
0.002561,145,99,92,336,0.051
0.002562,146,99,92,337,0.051
0.002563,146,99,92,337,0.051
0.002564,146,99,92,337,0.051
0.002565,146,99,92,337,0.051
0.002566,146,99,92,337,0.051
0.002567,146,99,92,337,0.051
0.002568,146,99,91,336,0.051
0.002569,146,99,91,336,0.051
0.00257,146,99,91,336,0.051
0.002571,146,99,91,336,0.051
0.002572,146,99,91,336,0.051
0.002573,146,99,91,336,0.051
0.002574,146,99,91,336,0.051
0.002575,146,99,91,336,0.052
0.002576,146,99,91,336,0.052
0.002577,146,99,91,336,0.052
0.002578,146,99,91,336,0.052
0.002579,146,99,91,336,0.052
0.00258,146,99,91,336,0.052
0.002581,146,98,91,335,0.052
0.002582,146,98,91,335,0.052
0.002583,146,98,91,335,0.052
0.002584,146,98,91,335,0.052
0.002585,146,98,91,335,0.052
0.002586,146,98,91,335,0.052
0.002587,146,98,91,335,0.052
0.002588,146,98,91,335,0.052
0.002589,146,98,91,335,0.052
0.00259,146,98,91,335,0.052
0.002591,146,98,91,335,0.052
0.002592,146,98,91,335,0.052
0.002593,146,98,91,335,0.052
0.002594,146,98,91,335,0.052
0.002595,146,98,91,335,0.052
0.002596,146,98,91,335,0.052
0.002597,146,98,91,335,0.052
0.002598,146,98,91,335,0.052
0.002599,146,98,91,335,0.052
0.0026,146,98,91,335,0.052
0.002601,146,98,91,335,0.052
0.002602,146,98,91,335,0.052
0.002603,146,98,91,335,0.052
0.002604,146,98,91,335,0.052
0.002605,146,98,91,335,0.052
0.002606,146,98,91,335,0.052
0.002607,146,98,91,335,0.052
0.002608,146,98,91,335,0.052
0.002609,147,98,91,336,0.052
0.00261,147,98,91,336,0.052
0.002611,147,98,91,336,0.052
0.002612,147,98,91,336,0.052
0.002613,147,98,91,336,0.052
0.002614,147,98,91,336,0.052
0.002615,147,98,91,336,0.052
0.002616,147,98,91,336,0.052
0.002617,147,98,91,336,0.052
0.002618,147,98,91,336,0.052
0.002619,147,98,91,336,0.052
0.00262,147,98,91,336,0.052
0.002621,147,98,91,336,0.052
0.002622,147,98,91,336,0.052
0.002623,147,98,91,336,0.052
0.002624,147,98,91,336,0.052
0.002625,147,98,91,336,0.052
0.002626,147,98,91,336,0.053
0.002627,147,98,91,336,0.053
0.002628,147,98,91,336,0.053
0.002629,147,98,91,336,0.053
0.00263,147,98,91,336,0.053
0.002631,147,98,91,336,0.053
0.002632,147,98,91,336,0.053
0.002633,147,98,91,336,0.053
0.002634,147,98,90,335,0.053
0.002635,147,98,90,335,0.053
0.002636,147,98,90,335,0.053
0.002637,147,98,90,335,0.053
0.002638,147,98,90,335,0.053
0.002639,147,98,90,335,0.053
0.00264,147,98,90,335,0.053
0.002641,147,98,90,335,0.053
0.002642,147,98,90,335,0.053
0.002643,147,98,90,335,0.053
0.002644,147,98,90,335,0.053
0.002645,147,98,90,335,0.053
0.002646,147,98,90,335,0.053
0.002647,147,98,90,335,0.053
0.002648,147,98,90,335,0.053
0.002649,147,98,90,335,0.053
0.00265,147,98,90,335,0.053
0.002651,147,98,90,335,0.053
0.002652,147,98,90,335,0.053
0.002653,147,98,90,335,0.053
0.002654,147,98,90,335,0.053
0.002655,148,98,90,336,0.053
0.002656,148,98,90,336,0.053
0.002657,148,98,90,336,0.053
0.002658,148,98,90,336,0.053
0.002659,148,98,90,336,0.053
0.00266,148,98,90,336,0.053
0.002661,148,98,90,336,0.053
0.002662,148,98,90,336,0.053
0.002663,148,98,90,336,0.053
0.002664,148,98,90,336,0.053
0.002665,148,98,90,336,0.053
0.002666,148,98,90,336,0.053
0.002667,148,98,90,336,0.053
0.002668,148,98,90,336,0.053
0.002669,148,98,90,336,0.053
0.00267,148,98,90,336,0.053
0.002671,148,98,90,336,0.053
0.002672,148,98,90,336,0.053
0.002673,148,98,90,336,0.053
0.002674,148,98,90,336,0.053
0.002675,148,98,90,336,0.054
0.002676,148,98,90,336,0.054
0.002677,148,98,90,336,0.054
0.002678,148,98,90,336,0.054
0.002679,148,98,90,336,0.054
0.00268,148,98,90,336,0.054
0.002681,148,98,90,336,0.054
0.002682,148,98,90,336,0.054
0.002683,148,98,90,336,0.054
0.002684,148,98,90,336,0.054
0.002685,148,98,90,336,0.054
0.002686,148,98,90,336,0.054
0.002687,148,98,90,336,0.054
0.002688,148,98,90,336,0.054
0.002689,148,98,90,336,0.054
0.00269,148,98,90,336,0.054
0.002691,148,98,90,336,0.054
0.002692,148,98,90,336,0.054
0.002693,148,98,90,336,0.054
0.002694,148,98,90,336,0.054
0.002695,148,98,90,336,0.054
0.002696,148,98,90,336,0.054
0.002697,148,98,90,336,0.054
0.002698,148,98,90,336,0.054
0.002699,148,98,90,336,0.054
0.0027,148,98,90,336,0.054
0.002701,149,97,89,335,0.054
0.002702,149,97,89,335,0.054
0.002703,149,97,89,335,0.054
0.002704,149,97,89,335,0.054
0.002705,149,97,89,335,0.054
0.002706,149,97,89,335,0.054
0.002707,149,97,89,335,0.054
0.002708,149,97,89,335,0.054
0.002709,149,97,89,335,0.054
0.00271,149,97,89,335,0.054
0.002711,149,97,89,335,0.054
0.002712,149,97,89,335,0.054
0.002713,149,97,89,335,0.054
0.002714,149,97,89,335,0.054
0.002715,149,97,89,335,0.054
0.002716,149,97,89,335,0.054
0.002717,149,97,89,335,0.054
0.002718,149,97,89,335,0.054
0.002719,149,97,89,335,0.054
0.00272,149,97,89,335,0.054
0.002721,149,97,89,335,0.054
0.002722,149,97,89,335,0.054
0.002723,149,97,89,335,0.054
0.002724,149,97,89,335,0.054
0.002725,149,97,89,335,0.054
0.002726,149,97,89,335,0.055
0.002727,149,97,89,335,0.055
0.002728,149,97,89,335,0.055
0.002729,149,97,89,335,0.055
0.00273,149,97,89,335,0.055
0.002731,149,97,89,335,0.055
0.002732,149,97,89,335,0.055
0.002733,149,97,89,335,0.055
0.002734,149,97,89,335,0.055
0.002735,149,97,89,335,0.055
0.002736,149,97,89,335,0.055
0.002737,149,97,89,335,0.055
0.002738,149,97,89,335,0.055
0.002739,149,97,89,335,0.055
0.00274,149,97,89,335,0.055
0.002741,149,97,89,335,0.055
0.002742,149,97,89,335,0.055
0.002743,149,97,89,335,0.055
0.002744,149,97,89,335,0.055
0.002745,149,97,89,335,0.055
0.002746,149,97,89,335,0.055
0.002747,150,97,89,336,0.055
0.002748,150,97,89,336,0.055
0.002749,150,97,89,336,0.055
0.00275,150,97,89,336,0.055
0.002751,150,97,89,336,0.055
0.002752,150,97,89,336,0.055
0.002753,150,97,89,336,0.055
0.002754,150,97,89,336,0.055
0.002755,150,97,89,336,0.055
0.002756,150,97,89,336,0.055
0.002757,150,97,89,336,0.055
0.002758,150,97,89,336,0.055
0.002759,150,97,89,336,0.055
0.00276,150,97,89,336,0.055
0.002761,150,97,89,336,0.055
0.002762,150,97,89,336,0.055
0.002763,150,97,89,336,0.055
0.002764,150,97,89,336,0.055
0.002765,150,97,89,336,0.055
0.002766,150,97,89,336,0.055
0.002767,150,97,89,336,0.055
0.002768,150,97,88,335,0.055
0.002769,150,97,88,335,0.055
0.00277,150,97,88,335,0.055
0.002771,150,97,88,335,0.055
0.002772,150,97,88,335,0.055
0.002773,150,97,88,335,0.055
0.002774,150,97,88,335,0.055
0.002775,150,97,88,335,0.055
0.002776,150,97,88,335,0.056
0.002777,150,97,88,335,0.056
0.002778,150,97,88,335,0.056
0.002779,150,97,88,335,0.056
0.00278,150,97,88,335,0.056
0.002781,150,97,88,335,0.056
0.002782,150,97,88,335,0.056
0.002783,150,97,88,335,0.056
0.002784,150,97,88,335,0.056
0.002785,150,97,88,335,0.056
0.002786,150,97,88,335,0.056
0.002787,150,97,88,335,0.056
0.002788,150,97,88,335,0.056
0.002789,150,97,88,335,0.056
0.00279,150,97,88,335,0.056
0.002791,150,97,88,335,0.056
0.002792,150,97,88,335,0.056
0.002793,151,97,88,336,0.056
0.002794,151,97,88,336,0.056
0.002795,151,97,88,336,0.056
0.002796,151,97,88,336,0.056
0.002797,151,97,88,336,0.056
0.002798,151,97,88,336,0.056
0.002799,151,97,88,336,0.056
0.0028,151,97,88,336,0.056
0.002801,151,97,88,336,0.056
0.002802,151,97,88,336,0.056
0.002803,151,97,88,336,0.056
0.002804,151,97,88,336,0.056
0.002805,151,97,88,336,0.056
0.002806,151,97,88,336,0.056
0.002807,151,97,88,336,0.056
0.002808,151,97,88,336,0.056
0.002809,151,97,88,336,0.056
0.00281,151,97,88,336,0.056
0.002811,151,97,88,336,0.056
0.002812,151,97,88,336,0.056
0.002813,151,97,88,336,0.056
0.002814,151,97,88,336,0.056
0.002815,151,97,88,336,0.056
0.002816,151,97,88,336,0.056
0.002817,151,97,88,336,0.056
0.002818,151,97,88,336,0.056
0.002819,151,97,88,336,0.056
0.00282,151,97,88,336,0.056
0.002821,151,96,88,335,0.056
0.002822,151,96,88,335,0.056
0.002823,151,96,88,335,0.056
0.002824,151,96,88,335,0.056
0.002825,151,96,88,335,0.056
0.002826,151,96,88,335,0.057
0.002827,151,96,88,335,0.057
0.002828,151,96,88,335,0.057
0.002829,151,96,88,335,0.057
0.00283,151,96,88,335,0.057
0.002831,151,96,88,335,0.057
0.002832,151,96,88,335,0.057
0.002833,151,96,88,335,0.057
0.002834,151,96,87,334,0.057
0.002835,151,96,87,334,0.057
0.002836,151,96,87,334,0.057
0.002837,151,96,87,334,0.057
0.002838,151,96,87,334,0.057
0.002839,152,96,87,335,0.057
0.00284,152,96,87,335,0.057
0.002841,152,96,87,335,0.057
0.002842,152,96,87,335,0.057
0.002843,152,96,87,335,0.057
0.002844,152,96,87,335,0.057
0.002845,152,96,87,335,0.057
0.002846,152,96,87,335,0.057
0.002847,152,96,87,335,0.057
0.002848,152,96,87,335,0.057
0.002849,152,96,87,335,0.057
0.00285,152,96,87,335,0.057
0.002851,152,96,87,335,0.057
0.002852,152,96,87,335,0.057
0.002853,152,96,87,335,0.057
0.002854,152,96,87,335,0.057
0.002855,152,96,87,335,0.057
0.002856,152,96,87,335,0.057
0.002857,152,96,87,335,0.057
0.002858,152,96,87,335,0.057
0.002859,152,96,87,335,0.057
0.00286,152,96,87,335,0.057
0.002861,152,96,87,335,0.057
0.002862,152,96,87,335,0.057
0.002863,152,96,87,335,0.057
0.002864,152,96,87,335,0.057
0.002865,152,96,87,335,0.057
0.002866,152,96,87,335,0.057
0.002867,152,96,87,335,0.057
0.002868,152,96,87,335,0.057
0.002869,152,96,87,335,0.057
0.00287,152,96,87,335,0.057
0.002871,152,96,87,335,0.057
0.002872,152,96,87,335,0.057
0.002873,152,96,87,335,0.057
0.002874,152,96,87,335,0.057
0.002875,152,96,87,335,0.057
0.002876,152,96,87,335,0.058
0.002877,152,96,87,335,0.058
0.002878,152,96,87,335,0.058
0.002879,152,96,87,335,0.058
0.00288,152,96,87,335,0.058
0.002881,152,96,87,335,0.058
0.002882,152,96,87,335,0.058
0.002883,152,96,87,335,0.058
0.002884,152,96,87,335,0.058
0.002885,152,96,87,335,0.058
0.002886,153,96,87,336,0.058
0.002887,153,96,87,336,0.058
0.002888,153,96,87,336,0.058
0.002889,153,96,87,336,0.058
0.00289,153,96,87,336,0.058
0.002891,153,96,87,336,0.058
0.002892,153,96,87,336,0.058
0.002893,153,96,87,336,0.058
0.002894,153,96,87,336,0.058
0.002895,153,96,87,336,0.058
0.002896,153,96,87,336,0.058
0.002897,153,96,87,336,0.058
0.002898,153,96,87,336,0.058
0.002899,153,96,87,336,0.058
0.0029,153,96,87,336,0.058
0.002901,153,96,86,335,0.058
0.002902,153,96,86,335,0.058
0.002903,153,96,86,335,0.058
0.002904,153,96,86,335,0.058
0.002905,153,96,86,335,0.058
0.002906,153,96,86,335,0.058
0.002907,153,96,86,335,0.058
0.002908,153,96,86,335,0.058
0.002909,153,96,86,335,0.058
0.00291,153,96,86,335,0.058
0.002911,153,96,86,335,0.058
0.002912,153,96,86,335,0.058
0.002913,153,96,86,335,0.058
0.002914,153,96,86,335,0.058
0.002915,153,96,86,335,0.058
0.002916,153,96,86,335,0.058
0.002917,153,96,86,335,0.058
0.002918,153,96,86,335,0.058
0.002919,153,96,86,335,0.058
0.00292,153,96,86,335,0.058
0.002921,153,96,86,335,0.058
0.002922,153,96,86,335,0.058
0.002923,153,96,86,335,0.058
0.002924,153,96,86,335,0.058
0.002925,153,96,86,335,0.058
0.002926,153,96,86,335,0.059
0.002927,153,96,86,335,0.059
0.002928,153,96,86,335,0.059
0.002929,153,96,86,335,0.059
0.00293,153,96,86,335,0.059
0.002931,153,96,86,335,0.059
0.002932,154,96,86,336,0.059
0.002933,154,96,86,336,0.059
0.002934,154,96,86,336,0.059
0.002935,154,96,86,336,0.059
0.002936,154,96,86,336,0.059
0.002937,154,96,86,336,0.059
0.002938,154,96,86,336,0.059
0.002939,154,96,86,336,0.059
0.00294,154,96,86,336,0.059
0.002941,154,95,86,335,0.059
0.002942,154,95,86,335,0.059
0.002943,154,95,86,335,0.059
0.002944,154,95,86,335,0.059
0.002945,154,95,86,335,0.059
0.002946,154,95,86,335,0.059
0.002947,154,95,86,335,0.059
0.002948,154,95,86,335,0.059
0.002949,154,95,86,335,0.059
0.00295,154,95,86,335,0.059
0.002951,154,95,86,335,0.059
0.002952,154,95,86,335,0.059
0.002953,154,95,86,335,0.059
0.002954,154,95,86,335,0.059
0.002955,154,95,86,335,0.059
0.002956,154,95,86,335,0.059
0.002957,154,95,86,335,0.059
0.002958,154,95,86,335,0.059
0.002959,154,95,86,335,0.059
0.00296,154,95,86,335,0.059
0.002961,154,95,86,335,0.059
0.002962,154,95,86,335,0.059
0.002963,154,95,86,335,0.059
0.002964,154,95,86,335,0.059
0.002965,154,95,86,335,0.059
0.002966,154,95,86,335,0.059
0.002967,154,95,86,335,0.059
0.002968,154,95,85,334,0.059
0.002969,154,95,85,334,0.059
0.00297,154,95,85,334,0.059
0.002971,154,95,85,334,0.059
0.002972,154,95,85,334,0.059
0.002973,154,95,85,334,0.059
0.002974,154,95,85,334,0.059
0.002975,154,95,85,334,0.06
0.002976,154,95,85,334,0.06
0.002977,154,95,85,334,0.06
0.002978,155,95,85,335,0.06
0.002979,155,95,85,335,0.06
0.00298,155,95,85,335,0.06
0.002981,155,95,85,335,0.06
0.002982,155,95,85,335,0.06
0.002983,155,95,85,335,0.06
0.002984,155,95,85,335,0.06
0.002985,155,95,85,335,0.06
0.002986,155,95,85,335,0.06
0.002987,155,95,85,335,0.06
0.002988,155,95,85,335,0.06
0.002989,155,95,85,335,0.06
0.00299,155,95,85,335,0.06
0.002991,155,95,85,335,0.06
0.002992,155,95,85,335,0.06
0.002993,155,95,85,335,0.06
0.002994,155,95,85,335,0.06
0.002995,155,95,85,335,0.06
0.002996,155,95,85,335,0.06
0.002997,155,95,85,335,0.06
0.002998,155,95,85,335,0.06
0.002999,155,95,85,335,0.06
0.003,155,95,85,335,0.06
0.003001,155,95,85,335,0.06
0.003002,155,95,85,335,0.06
0.003003,155,95,85,335,0.06
0.003004,155,95,85,335,0.06
0.003005,155,95,85,335,0.06
0.003006,155,95,85,335,0.06
0.003007,155,95,85,335,0.06
0.003008,155,95,85,335,0.06
0.003009,155,95,85,335,0.06
0.00301,155,95,85,335,0.06
0.003011,155,95,85,335,0.06
0.003012,155,95,85,335,0.06
0.003013,155,95,85,335,0.06
0.003014,155,95,85,335,0.06
0.003015,155,95,85,335,0.06
0.003016,155,95,85,335,0.06
0.003017,155,95,85,335,0.06
0.003018,155,95,85,335,0.06
0.003019,155,95,85,335,0.06
0.00302,155,95,85,335,0.06
0.003021,155,95,85,335,0.06
0.003022,155,95,85,335,0.06
0.003023,155,95,85,335,0.06
0.003024,156,95,85,336,0.06
0.003025,156,95,85,336,0.06
0.003026,156,95,85,336,0.061
0.003027,156,95,85,336,0.061
0.003028,156,95,85,336,0.061
0.003029,156,95,85,336,0.061
0.00303,156,95,85,336,0.061
0.003031,156,95,85,336,0.061
0.003032,156,95,85,336,0.061
0.003033,156,95,85,336,0.061
0.003034,156,95,84,335,0.061
0.003035,156,95,84,335,0.061
0.003036,156,95,84,335,0.061
0.003037,156,95,84,335,0.061
0.003038,156,95,84,335,0.061
0.003039,156,95,84,335,0.061
0.00304,156,95,84,335,0.061
0.003041,156,95,84,335,0.061
0.003042,156,95,84,335,0.061
0.003043,156,95,84,335,0.061
0.003044,156,95,84,335,0.061
0.003045,156,95,84,335,0.061
0.003046,156,95,84,335,0.061
0.003047,156,95,84,335,0.061
0.003048,156,95,84,335,0.061
0.003049,156,95,84,335,0.061
0.00305,156,95,84,335,0.061
0.003051,156,95,84,335,0.061
0.003052,156,95,84,335,0.061
0.003053,156,95,84,335,0.061
0.003054,156,95,84,335,0.061
0.003055,156,95,84,335,0.061
0.003056,156,95,84,335,0.061
0.003057,156,95,84,335,0.061
0.003058,156,95,84,335,0.061
0.003059,156,95,84,335,0.061
0.00306,156,95,84,335,0.061
0.003061,156,94,84,334,0.061
0.003062,156,94,84,334,0.061
0.003063,156,94,84,334,0.061
0.003064,156,94,84,334,0.061
0.003065,156,94,84,334,0.061
0.003066,156,94,84,334,0.061
0.003067,156,94,84,334,0.061
0.003068,156,94,84,334,0.061
0.003069,156,94,84,334,0.061
0.00307,157,94,84,335,0.061
0.003071,157,94,84,335,0.061
0.003072,157,94,84,335,0.061
0.003073,157,94,84,335,0.061
0.003074,157,94,84,335,0.061
0.003075,157,94,84,335,0.062
0.003076,157,94,84,335,0.062
0.003077,157,94,84,335,0.062
0.003078,157,94,84,335,0.062
0.003079,157,94,84,335,0.062
0.00308,157,94,84,335,0.062
0.003081,157,94,84,335,0.062
0.003082,157,94,84,335,0.062
0.003083,157,94,84,335,0.062
0.003084,157,94,84,335,0.062
0.003085,157,94,84,335,0.062
0.003086,157,94,84,335,0.062
0.003087,157,94,84,335,0.062
0.003088,157,94,84,335,0.062
0.003089,157,94,84,335,0.062
0.00309,157,94,84,335,0.062
0.003091,157,94,84,335,0.062
0.003092,157,94,84,335,0.062
0.003093,157,94,84,335,0.062
0.003094,157,94,84,335,0.062
0.003095,157,94,84,335,0.062
0.003096,157,94,84,335,0.062
0.003097,157,94,84,335,0.062
0.003098,157,94,84,335,0.062
0.003099,157,94,84,335,0.062
0.0031,157,94,84,335,0.062
0.003101,157,94,83,334,0.062
0.003102,157,94,83,334,0.062
0.003103,157,94,83,334,0.062
0.003104,157,94,83,334,0.062
0.003105,157,94,83,334,0.062
0.003106,157,94,83,334,0.062
0.003107,157,94,83,334,0.062
0.003108,157,94,83,334,0.062
0.003109,157,94,83,334,0.062
0.00311,157,94,83,334,0.062
0.003111,157,94,83,334,0.062
0.003112,157,94,83,334,0.062
0.003113,157,94,83,334,0.062
0.003114,157,94,83,334,0.062
0.003115,157,94,83,334,0.062
0.003116,158,94,83,335,0.062
0.003117,158,94,83,335,0.062
0.003118,158,94,83,335,0.062
0.003119,158,94,83,335,0.062
0.00312,158,94,83,335,0.062
0.003121,158,94,83,335,0.062
0.003122,158,94,83,335,0.062
0.003123,158,94,83,335,0.062
0.003124,158,94,83,335,0.062
0.003125,158,94,83,335,0.062
0.003126,158,94,83,335,0.063
0.003127,158,94,83,335,0.063
0.003128,158,94,83,335,0.063
0.003129,158,94,83,335,0.063
0.00313,158,94,83,335,0.063
0.003131,158,94,83,335,0.063
0.003132,158,94,83,335,0.063
0.003133,158,94,83,335,0.063
0.003134,158,94,83,335,0.063
0.003135,158,94,83,335,0.063
0.003136,158,94,83,335,0.063
0.003137,158,94,83,335,0.063
0.003138,158,94,83,335,0.063
0.003139,158,94,83,335,0.063
0.00314,158,94,83,335,0.063
0.003141,158,94,83,335,0.063
0.003142,158,94,83,335,0.063
0.003143,158,94,83,335,0.063
0.003144,158,94,83,335,0.063
0.003145,158,94,83,335,0.063
0.003146,158,94,83,335,0.063
0.003147,158,94,83,335,0.063
0.003148,158,94,83,335,0.063
0.003149,158,94,83,335,0.063
0.00315,158,94,83,335,0.063
0.003151,158,94,83,335,0.063
0.003152,158,94,83,335,0.063
0.003153,158,94,83,335,0.063
0.003154,158,94,83,335,0.063
0.003155,158,94,83,335,0.063
0.003156,158,94,83,335,0.063
0.003157,158,94,83,335,0.063
0.003158,158,94,83,335,0.063
0.003159,158,94,83,335,0.063
0.00316,158,94,83,335,0.063
0.003161,158,94,83,335,0.063
0.003162,158,94,83,335,0.063
0.003163,159,94,83,336,0.063
0.003164,159,94,83,336,0.063
0.003165,159,94,83,336,0.063
0.003166,159,94,83,336,0.063
0.003167,159,94,83,336,0.063
0.003168,159,94,82,335,0.063
0.003169,159,94,82,335,0.063
0.00317,159,94,82,335,0.063
0.003171,159,94,82,335,0.063
0.003172,159,94,82,335,0.063
0.003173,159,94,82,335,0.063
0.003174,159,94,82,335,0.063
0.003175,159,94,82,335,0.064
0.003176,159,94,82,335,0.064
0.003177,159,94,82,335,0.064
0.003178,159,94,82,335,0.064
0.003179,159,94,82,335,0.064
0.00318,159,94,82,335,0.064
0.003181,159,93,82,334,0.064
0.003182,159,93,82,334,0.064
0.003183,159,93,82,334,0.064
0.003184,159,93,82,334,0.064
0.003185,159,93,82,334,0.064
0.003186,159,93,82,334,0.064
0.003187,159,93,82,334,0.064
0.003188,159,93,82,334,0.064
0.003189,159,93,82,334,0.064
0.00319,159,93,82,334,0.064
0.003191,159,93,82,334,0.064
0.003192,159,93,82,334,0.064
0.003193,159,93,82,334,0.064
0.003194,159,93,82,334,0.064
0.003195,159,93,82,334,0.064
0.003196,159,93,82,334,0.064
0.003197,159,93,82,334,0.064
0.003198,159,93,82,334,0.064
0.003199,159,93,82,334,0.064
0.0032,159,93,82,334,0.064
0.003201,159,93,82,334,0.064
0.003202,159,93,82,334,0.064
0.003203,159,93,82,334,0.064
0.003204,159,93,82,334,0.064
0.003205,159,93,82,334,0.064
0.003206,159,93,82,334,0.064
0.003207,159,93,82,334,0.064
0.003208,159,93,82,334,0.064
0.003209,160,93,82,335,0.064
0.00321,160,93,82,335,0.064
0.003211,160,93,82,335,0.064
0.003212,160,93,82,335,0.064
0.003213,160,93,82,335,0.064
0.003214,160,93,82,335,0.064
0.003215,160,93,82,335,0.064
0.003216,160,93,82,335,0.064
0.003217,160,93,82,335,0.064
0.003218,160,93,82,335,0.064
0.003219,160,93,82,335,0.064
0.00322,160,93,82,335,0.064
0.003221,160,93,82,335,0.064
0.003222,160,93,82,335,0.064
0.003223,160,93,82,335,0.064
0.003224,160,93,82,335,0.064
0.003225,160,93,82,335,0.064
0.003226,160,93,82,335,0.065
0.003227,160,93,82,335,0.065
0.003228,160,93,82,335,0.065
0.003229,160,93,82,335,0.065
0.00323,160,93,82,335,0.065
0.003231,160,93,82,335,0.065
0.003232,160,93,82,335,0.065
0.003233,160,93,82,335,0.065
0.003234,160,93,81,334,0.065
0.003235,160,93,81,334,0.065
0.003236,160,93,81,334,0.065
0.003237,160,93,81,334,0.065
0.003238,160,93,81,334,0.065
0.003239,160,93,81,334,0.065
0.00324,160,93,81,334,0.065
0.003241,160,93,81,334,0.065
0.003242,160,93,81,334,0.065
0.003243,160,93,81,334,0.065
0.003244,160,93,81,334,0.065
0.003245,160,93,81,334,0.065
0.003246,160,93,81,334,0.065
0.003247,160,93,81,334,0.065
0.003248,160,93,81,334,0.065
0.003249,160,93,81,334,0.065
0.00325,160,93,81,334,0.065
0.003251,160,93,81,334,0.065
0.003252,160,93,81,334,0.065
0.003253,160,93,81,334,0.065
0.003254,160,93,81,334,0.065
0.003255,161,93,81,335,0.065
0.003256,161,93,81,335,0.065
0.003257,161,93,81,335,0.065
0.003258,161,93,81,335,0.065
0.003259,161,93,81,335,0.065
0.00326,161,93,81,335,0.065
0.003261,161,93,81,335,0.065
0.003262,161,93,81,335,0.065
0.003263,161,93,81,335,0.065
0.003264,161,93,81,335,0.065
0.003265,161,93,81,335,0.065
0.003266,161,93,81,335,0.065
0.003267,161,93,81,335,0.065
0.003268,161,93,81,335,0.065
0.003269,161,93,81,335,0.065
0.00327,161,93,81,335,0.065
0.003271,161,93,81,335,0.065
